V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
19,Dependiente,98605,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,20,Alto
18,Dependiente,133654,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
18,Dependiente,395567,Secundaria,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
52,Dependiente,349502,Secundaria,Conviviente,Alto,Baja,Masculino,0,0,45,Medio
47,Dependiente,120131,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
31,Dependiente,197672,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Bajo
51,Dependiente,137815,Secundaria,Soltero,Alto,Alta,Masculino,7298,0,40,Alto
61,Independiente,60641,Secundaria,Soltero,Alto,Alta,Femenino,0,0,30,Alto
45,Dependiente,123088,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Medio
25,NA,230856,Secundaria,Conviviente,NA,NA,Femenino,0,0,40,Bajo
38,Dependiente,159179,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
66,Mixto,151793,Primaria,Caso,Bajo,Bajo,Femenino,0,0,10,Bajo
55,Dependiente,326297,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,25,Alto
32,Dependiente,194426,Técnico,Soltero,Bajo,Bajo,Masculino,15024,0,40,Medio
33,Independiente,368675,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
51,Dependiente,53197,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
32,Dependiente,281030,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
78,Dependiente,82815,Secundaria,Soltero,Alto,Alta,Masculino,0,0,3,Alto
55,Dependiente,217802,Secundaria,Soltero,Alto,Alta,Masculino,0,0,25,Bajo
29,Dependiente,161478,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,40,Bajo
64,NA,338355,Técnico,Soltero,NA,NA,Femenino,0,0,15,Bajo
37,Dependiente,200863,Secundaria,Caso,Alto,Baja,Masculino,0,0,40,Alto
18,Mixto,181755,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,30,Alto
21,NA,301853,Secundaria,Conviviente,NA,NA,Masculino,0,0,40,Bajo
48,Dependiente,115585,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Bajo
38,Mixto,238397,Técnico,Soltero,Bajo,Alta,Femenino,0,0,24,Bajo
22,NA,291407,Secundaria,Conviviente,NA,NA,Masculino,0,0,40,Bajo
30,Dependiente,117747,Secundaria,Soltero,Alto,Alta,Femenino,2000,1573,35,Alto
46,Dependiente,90042,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
51,Dependiente,145409,Secundaria,Soltero,Alto,Alta,Masculino,3103,0,48,Alto
28,NA,222005,Secundaria,Conviviente,NA,NA,Femenino,0,0,40,Bajo
46,Dependiente,309895,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Alto
30,Dependiente,149787,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
41,Dependiente,344329,Secundaria,Soltero,Alto,Alta,Masculino,0,0,10,Alto
34,Dependiente,114691,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
25,Dependiente,202560,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Alto
30,Dependiente,140790,Secundaria,Soltero,Alto,Alta,Masculino,0,0,45,Medio
22,Dependiente,39615,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,45,Medio
17,Mixto,237272,Primaria,Conviviente,NA,NA,Masculino,0,0,30,Bajo
44,Dependiente,128354,Superior,Soltero,Alto,Baja,f,2000,0,40,Alto
43,Dependiente,234220,Secundaria,Soltero,Medio,Media,Femenino,0,0,40,Bajo
75,NA,36243,Superior,Conviviente,NA,NA,Masculino,0,0,40,Bajo
37,Dependiente,191524,Técnico,Conviviente,Bajo,Media,Femenino,0,0,38,Bajo
36,Dependiente,283122,Secundaria,Soltero,Alto,Alta,M,0,1902,60,Alto
20,Dependiente,219266,Secundaria,Soltero,Alto,Alta,Femenino,0,0,36,Medio
57,Dependiente,130714,Sin estudios,Soltero,Alto,Alta,Masculino,0,0,22,Medio
45,Independiente,35969,Superior,Soltero,Alto,Alta,M,0,0,60,Alto
40,Independiente,50442,Secundaria,Conviviente,Alto,Baja,Femenino,2977,0,35,Alto
25,Independiente,366796,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,40,Bajo
65,Dependiente,150095,Técnico,Soltero,Bajo,Bajo,Masculino,0,0,40,Medio
25,Dependiente,195994,Sin estudios,Conviviente,Bajo,Bajo,Femenino,0,0,40,Bajo
40,Dependiente,170230,Técnico,Caso,Alto,Alta,Femenino,0,0,40,Alto
58,Dependiente,87510,Primaria,Soltero,Medio,Media,Masculino,4800,0,40,Medio
22,Dependiente,212114,Técnico,Conviviente,Alto,Alta,Femenino,0,0,15,Alto
47,Dependiente,111961,Secundaria,Soltero,Alto,Alta,Femenino,0,0,30,Medio
23,Independiente,235853,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,22,Bajo
27,Dependiente,244566,Primaria,Soltero,Medio,Media,Masculino,0,0,40,Medio
74,Independiente,117017,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,16,Medio
26,Dependiente,192652,Técnico,Conviviente,Bajo,Bajo,Masculino,0,0,40,Bajo
21,Dependiente,174714,Técnico,Conviviente,Bajo,Media,Masculino,0,0,35,Bajo
17,Dependiente,168203,Primaria,Conviviente,Medio,Baja,Masculino,0,0,40,Bajo
26,Dependiente,181666,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Medio
41,Dependiente,187336,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Alto
37,Dependiente,373895,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,35,Medio
43,Dependiente,175485,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
22,Dependiente,83315,Secundaria,Conviviente,Alto,Baja,Masculino,0,0,40,Medio
21,Dependiente,222490,Técnico,Conviviente,Alto,Alta,Femenino,0,0,40,Bajo
31,Dependiente,204752,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,32,Alto
38,Dependiente,185203,Secundaria,Caso,Alto,Baja,Femenino,0,0,20,Bajo
48,Dependiente,51579,Técnico,Soltero,Bajo,Media,Masculino,0,0,60,Alto
25,Independiente,179059,Técnico,Conviviente,Medio,Media,Masculino,0,0,40,Medio
70,Dependiente,195739,Primaria,Caso,Medio,Alta,Masculino,0,0,45,Bajo
34,Dependiente,343789,Técnico,Soltero,Bajo,Media,Masculino,7688,0,55,Alto
58,Dependiente,289364,Secundaria,Soltero,Alto,Alta,Masculino,7688,0,45,Alto
35,Dependiente,287658,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,30,Bajo
58,NA,37591,Técnico,Caso,NA,NA,Femenino,0,0,40,Bajo
29,Dependiente,349154,Primaria,Conviviente,Bajo,Bajo,Femenino,0,0,40,Bajo
25,NA,344719,Secundaria,Soltero,NA,NA,Femenino,0,0,4,Bajo
20,Dependiente,64292,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,50,Alto
52,Independiente,137753,Secundaria,Soltero,Alto,Alta,Femenino,0,0,20,Alto
41,Dependiente,173858,Primaria,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
28,NA,192569,Secundaria,Conviviente,NA,NA,Masculino,0,0,40,Bajo
36,Dependiente,175643,Secundaria,Soltero,Alto,Alta,Masculino,0,0,35,Medio
28,Dependiente,66777,Técnico,Soltero,Bajo,Alta,Femenino,3137,0,40,Bajo
44,Dependiente,145160,Superior,Soltero,Medio,Media,Masculino,0,0,40,Medio
31,Dependiente,113364,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
20,NA,194096,Secundaria,Conviviente,NA,NA,Femenino,0,0,40,Bajo
23,Dependiente,291407,Secundaria,Conviviente,Alto,Alta,M,0,0,25,Alto
56,Dependiente,220187,Secundaria,Soltero,Alto,Alta,Masculino,0,0,45,Alto
60,Dependiente,114413,Técnico,Soltero,Bajo,Media,Masculino,0,0,30,Bajo
40,Dependiente,147206,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
32,Dependiente,116365,Secundaria,Soltero,Alto,Alta,Femenino,0,0,20,Alto
27,Dependiente,168827,Técnico,Conviviente,Bajo,Media,Masculino,0,0,2,Bajo
43,Dependiente,154374,Secundaria,Soltero,Alto,Alta,Masculino,15024,0,60,Alto
20,Dependiente,56322,Secundaria,Conviviente,Alto,Alta,Masculino,2176,0,25,Alto
59,Dependiente,21792,Secundaria,Caso,Alto,Alta,Femenino,0,0,10,Medio
23,Dependiente,285004,Técnico,Conviviente,Alto,Alta,Masculino,0,0,50,Alto
43,Dependiente,247880,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
24,Dependiente,100321,Secundaria,Soltero,Alto,Alta,Masculino,0,0,48,Alto
47,Dependiente,108510,Primaria,Soltero,Bajo,Bajo,Masculino,0,0,65,Bajo
42,Dependiente,118947,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Alto
32,Dependiente,37380,Secundaria,Soltero,Alto,Baja,Femenino,0,0,38,Alto
37,Dependiente,84306,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
57,Dependiente,233382,Superior,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
24,Dependiente,49218,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
38,Dependiente,34180,Secundaria,Soltero,Alto,Alta,M,0,0,35,Bajo
59,Dependiente,135617,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
46,Dependiente,403911,Secundaria,Soltero,Alto,Alta,Masculino,0,1902,40,Alto
19,NA,57329,Secundaria,Conviviente,NA,NA,Femenino,0,0,30,Bajo
29,Dependiente,122127,Técnico,Conviviente,Bajo,Alta,Femenino,8614,0,40,Alto
41,Independiente,235951,Superior,Soltero,Alto,Alta,Masculino,0,0,50,Alto
50,Dependiente,99392,Secundaria,Soltero,Alto,Alta,F,0,0,45,Alto
47,Independiente,173938,Técnico,Soltero,Bajo,Media,Masculino,0,0,50,Medio
23,Dependiente,69911,Sin estudios,Conviviente,Alto,Alta,Femenino,0,0,15,Bajo
37,Dependiente,78928,Primaria,Soltero,Bajo,Bajo,Masculino,3137,0,40,Bajo
45,Independiente,110311,Superior,Soltero,Medio,Alta,Femenino,0,0,40,Medio
23,Dependiente,376416,Técnico,Conviviente,Bajo,Alta,Masculino,0,0,40,Bajo
41,Mixto,231689,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
25,Dependiente,60358,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
20,Dependiente,41432,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,46,Alto
31,Mixto,87891,Técnico,Soltero,Bajo,Media,Masculino,0,0,60,Bajo
31,NA,82473,Primaria,Soltero,NA,NA,Femenino,0,0,25,Bajo
21,Dependiente,201179,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
40,Dependiente,76625,Secundaria,Soltero,Alto,Baja,M,0,0,40,Alto
17,NA,86786,Primaria,Conviviente,NA,NA,Femenino,0,0,40,Bajo
32,Dependiente,101562,Técnico,Conviviente,Bajo,Alta,Femenino,0,0,45,Bajo
55,Dependiente,169611,Secundaria,Caso,Alto,Baja,Femenino,0,0,40,Alto
54,Dependiente,249860,Secundaria,Soltero,Alto,Baja,Femenino,0,0,10,Alto
47,Dependiente,77102,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
56,Independiente,466498,Técnico,Soltero,Bajo,Media,M,0,0,60,Medio
26,Independiente,141838,Técnico,Soltero,Bajo,Media,M,0,0,40,Alto
46,Dependiente,123598,Secundaria,Soltero,Alto,Alta,Masculino,0,0,48,Alto
51,Dependiente,249741,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
37,Dependiente,291251,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
18,Mixto,194561,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,12,Bajo
41,Dependiente,66118,Técnico,Soltero,Alto,Alta,Femenino,0,0,40,Alto
27,Dependiente,134890,Técnico,Conviviente,Bajo,Media,Masculino,0,0,50,Bajo
59,NA,220783,Primaria,Caso,NA,NA,Femenino,0,0,40,Bajo
59,Dependiente,199240,Secundaria,Soltero,Alto,Alta,Masculino,0,0,20,Medio
40,Dependiente,214242,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
51,Dependiente,128143,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
34,Dependiente,105493,Superior,Soltero,Alto,Baja,Femenino,0,0,40,Alto
28,Dependiente,62535,Secundaria,Soltero,Alto,Alta,Masculino,0,0,43,Bajo
25,Mixto,194342,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
53,Independiente,174040,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
19,Dependiente,271521,Secundaria,Conviviente,Alto,Media,Masculino,0,0,24,Alto
38,Dependiente,58972,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Medio
32,Independiente,127651,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
32,Dependiente,226883,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
23,Dependiente,198992,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,35,Medio
51,Independiente,108435,Superior,Soltero,Alto,Alta,Masculino,0,0,80,Alto
18,Dependiente,338632,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,16,Medio
47,Dependiente,45564,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
31,Dependiente,176862,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
22,Dependiente,233955,Técnico,Conviviente,Alto,Alta,Femenino,14344,0,40,Alto
30,Dependiente,77689,Técnico,Soltero,Bajo,Media,Masculino,7688,0,50,Alto
40,Dependiente,83859,Secundaria,Caso,Alto,Alta,Femenino,0,0,30,Medio
57,Dependiente,157974,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,48,Medio
52,Independiente,43909,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Medio
23,Dependiente,201145,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,65,Alto
58,Dependiente,310014,Técnico,Soltero,Medio,Media,Masculino,0,0,25,Bajo
25,Dependiente,67467,Secundaria,Soltero,Medio,Media,Masculino,0,0,40,Bajo
36,Dependiente,132879,Sin estudios,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
41,NA,149385,Secundaria,Conviviente,NA,NA,Femenino,0,0,30,Bajo
41,Dependiente,171550,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
44,Dependiente,152629,Técnico,Soltero,Bajo,Media,Masculino,3103,0,40,Medio
19,Dependiente,261259,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,20,Medio
29,Dependiente,271328,Técnico,Conviviente,Medio,Media,Masculino,4650,0,40,Medio
25,Independiente,153534,Secundaria,Soltero,Alto,Alta,M,0,0,40,Bajo
23,Dependiente,288771,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,30,Bajo
31,Dependiente,156493,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
37,Dependiente,143058,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
27,Dependiente,212506,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Medio
23,Dependiente,173535,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Bajo
31,Independiente,127651,Primaria,Conviviente,Medio,Baja,Masculino,0,1741,40,Bajo
37,Dependiente,312271,Superior,Soltero,Alto,Alta,Masculino,0,0,65,Alto
69,Independiente,286983,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
32,Independiente,159537,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Bajo
21,Dependiente,164019,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,10,Alto
41,Dependiente,220694,Técnico,Soltero,Medio,Media,Masculino,0,0,37,Medio
29,Dependiente,156819,Técnico,Soltero,Bajo,Bajo,Femenino,0,0,35,Bajo
39,Dependiente,103456,Técnico,Soltero,Alto,Alta,Masculino,0,0,45,Alto
27,Dependiente,179915,Técnico,Conviviente,Bajo,Media,Femenino,0,0,99,Bajo
34,Dependiente,506858,Técnico,Soltero,Alto,Alta,Masculino,0,0,32,Alto
24,Dependiente,86153,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
32,Dependiente,188245,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Alto
37,Dependiente,241962,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Bajo
30,NA,97281,Secundaria,Conviviente,NA,NA,Masculino,0,0,60,Bajo
46,Dependiente,155489,Secundaria,Soltero,Alto,Alta,Masculino,0,0,43,Alto
36,Dependiente,180667,Secundaria,Soltero,Alto,Alta,Masculino,0,1887,60,Alto
49,Dependiente,107597,Secundaria,Soltero,Alto,Baja,Femenino,14084,0,30,Alto
39,Dependiente,51264,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
39,Dependiente,270059,Secundaria,Soltero,Alto,Baja,Femenino,0,0,35,Medio
39,Dependiente,247733,Secundaria,Soltero,Alto,Baja,Femenino,0,0,16,Medio
28,Dependiente,66473,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
68,Dependiente,236943,Primaria,Soltero,Medio,Media,Masculino,0,0,20,Bajo
57,Dependiente,296152,Secundaria,Soltero,Alto,Media,Femenino,594,0,10,Alto
30,Independiente,115040,Secundaria,Soltero,Alto,Media,Masculino,0,0,25,Medio
29,Dependiente,84366,Primaria,Caso,Medio,Alta,Femenino,0,0,40,Bajo
41,Dependiente,287306,Secundaria,Soltero,Alto,Alta,Masculino,0,1902,40,Alto
35,Dependiente,209609,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Medio
29,Dependiente,319149,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
20,Dependiente,133061,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
48,Dependiente,159726,Secundaria,Soltero,Alto,Alta,Masculino,0,0,55,Alto
48,Mixto,233511,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
36,Dependiente,95336,Secundaria,Soltero,Alto,Alta,Masculino,0,0,45,Alto
44,Mixto,153489,Secundaria,Conviviente,Alto,Baja,Masculino,0,0,40,Medio
20,NA,114746,Secundaria,Caso,NA,NA,Femenino,4800,1762,40,Bajo
20,Dependiente,245297,Secundaria,Conviviente,Bajo,Bajo,Femenino,0,0,20,Bajo
41,Dependiente,325786,Secundaria,Soltero,Alto,Alta,M,0,0,40,Medio
46,Dependiente,101722,Secundaria,Soltero,Alto,Alta,Masculino,3137,0,40,Bajo
20,Dependiente,247794,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,84,Bajo
50,Dependiente,152810,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
33,Dependiente,213226,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Alto
56,Dependiente,226985,Técnico,Soltero,Alto,Alta,Masculino,0,0,50,Medio
33,Dependiente,175697,Técnico,Soltero,Bajo,Media,Masculino,15024,0,60,Medio
50,Dependiente,158948,Primaria,Soltero,Medio,Media,Masculino,3411,0,40,Bajo
48,Dependiente,199058,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
20,Independiente,271354,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
26,Dependiente,388812,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,35,Medio
47,Dependiente,57534,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
28,Mixto,365411,Primaria,Soltero,Bajo,Bajo,Masculino,0,0,42,Bajo
57,Dependiente,217692,Secundaria,Caso,Alto,Alta,Femenino,0,0,38,Alto
21,Dependiente,177711,Secundaria,Conviviente,Alto,Alta,M,0,0,40,Alto
43,Dependiente,355728,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
37,Dependiente,89559,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Alto
30,Dependiente,173005,Secundaria,Soltero,Alto,Alta,Masculino,0,0,44,Medio
18,Dependiente,108892,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,12,Medio
55,Dependiente,208451,Superior,Soltero,Alto,Alta,Masculino,0,0,40,Alto
41,Dependiente,274363,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,80,Alto
33,Dependiente,111985,Secundaria,Soltero,Medio,Media,Masculino,0,0,58,Medio
34,Dependiente,200689,Técnico,Soltero,Bajo,Alta,Femenino,0,0,40,Bajo
37,Dependiente,227545,Secundaria,Soltero,Alto,Alta,Masculino,0,0,44,Alto
45,Dependiente,96798,Sin estudios,Soltero,Bajo,Bajo,Masculino,0,0,40,Bajo
40,Dependiente,55363,Secundaria,Soltero,Alto,Alta,M,3411,0,40,Alto
35,Dependiente,325802,Técnico,Soltero,Alto,Baja,Femenino,0,0,24,Alto
32,Dependiente,340917,Secundaria,Conviviente,Alto,Alta,M,0,0,40,Alto
49,Dependiente,246891,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Medio
29,Dependiente,53642,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Bajo
33,Dependiente,83671,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,40,Medio
42,Dependiente,192381,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
31,Dependiente,54929,Secundaria,Soltero,Alto,Alta,Masculino,0,0,60,Alto
32,Dependiente,281437,Secundaria,Soltero,Alto,Alta,Masculino,0,0,55,Alto
54,Independiente,184620,Superior,Soltero,Alto,Alta,Femenino,0,0,40,Bajo
43,Dependiente,101950,Técnico,Soltero,Bajo,Bajo,f,0,0,35,Bajo
44,Mixto,147206,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
17,Dependiente,41865,Primaria,Conviviente,Medio,Media,f,0,0,25,Bajo
68,NA,351402,Superior,Soltero,NA,NA,M,0,0,70,Bajo
57,Dependiente,34269,Secundaria,Caso,Alto,Baja,Masculino,4800,653,42,Alto
24,Independiente,283918,Secundaria,Soltero,Alto,Baja,Femenino,0,0,25,Alto
50,Dependiente,196504,Superior,Soltero,Alto,Alta,Masculino,0,0,23,Bajo
41,Dependiente,336643,Secundaria,Soltero,Alto,Alta,Femenino,0,0,80,Alto
28,Dependiente,192384,Técnico,Soltero,Alto,Alta,Masculino,0,0,40,Alto
29,Dependiente,144808,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Medio
24,Independiente,506329,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
61,Dependiente,153790,Secundaria,Soltero,Alto,Alta,Femenino,0,0,40,Alto
58,Dependiente,174864,Secundaria,Soltero,Alto,Alta,Masculino,0,0,55,Alto
25,Dependiente,209230,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,6,Alto
42,Dependiente,195821,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,40,Alto
46,Dependiente,189762,Técnico,Conviviente,Alto,Alta,Masculino,0,0,56,Medio
45,Dependiente,31478,Técnico,Soltero,Bajo,Media,Masculino,2829,0,60,Bajo
67,Dependiente,168370,Secundaria,Soltero,Alto,Alta,M,0,0,40,Alto
30,Dependiente,142977,Secundaria,Soltero,Alto,Alta,Masculino,0,0,65,Medio
52,Dependiente,147876,Técnico,Soltero,Medio,Media,Femenino,15024,0,60,Medio
27,Independiente,431637,Superior,Conviviente,Alto,Alta,Masculino,0,0,70,Medio
36,Dependiente,102729,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
37,Dependiente,176900,Secundaria,Soltero,Alto,Alta,Masculino,0,0,99,Alto
45,Dependiente,231672,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Medio
69,NA,163595,Secundaria,Caso,NA,NA,Femenino,0,0,20,Bajo
30,Dependiente,185027,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Medio
51,Dependiente,99185,Técnico,Soltero,Bajo,Media,Masculino,0,0,40,Alto
46,Dependiente,44671,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Bajo
39,Dependiente,31670,Secundaria,Soltero,Alto,Alta,Masculino,0,0,65,Alto
49,Dependiente,76482,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Alto
26,Dependiente,105787,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,36,Medio
48,Dependiente,377757,Primaria,Soltero,Medio,Media,M,0,0,70,Medio
21,Dependiente,222993,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Bajo
42,Dependiente,104118,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
23,Independiente,101094,Secundaria,Conviviente,Alto,Alta,M,0,0,60,Alto
46,Dependiente,105327,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
40,Mixto,153799,Sin estudios,Caso,Bajo,Bajo,Femenino,0,0,40,Bajo
40,Dependiente,191196,Superior,Conviviente,Alto,Alta,Masculino,0,0,40,Alto
35,Dependiente,82622,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Medio
49,Dependiente,281647,Superior,Soltero,Alto,Alta,Masculino,0,0,45,Alto
55,Dependiente,175071,Secundaria,Soltero,Alto,Alta,Masculino,15024,0,40,Alto
39,Dependiente,283338,Técnico,Soltero,Bajo,Media,Masculino,7298,0,40,Medio
22,Dependiente,317528,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,34,Medio
36,Dependiente,272950,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,50,Alto
35,Dependiente,360814,Primaria,Soltero,Medio,Media,Masculino,0,0,45,Medio
70,Dependiente,102610,Secundaria,Soltero,Alto,Alta,Masculino,0,0,80,Alto
37,Dependiente,38948,Secundaria,Soltero,Alto,Alta,Masculino,0,0,50,Bajo
26,Mixto,177858,Técnico,Soltero,Alto,Alta,Masculino,0,1876,38,Bajo
45,Dependiente,420986,Técnico,Soltero,Medio,Media,Masculino,0,0,40,Alto
39,Dependiente,239755,Superior,Soltero,Alto,Alta,M,0,1902,50,Alto
55,Dependiente,132887,Secundaria,Soltero,Alto,Alta,Masculino,3411,0,40,Bajo
30,Dependiente,347166,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,60,Alto
31,Dependiente,272856,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,50,Bajo
18,Dependiente,183315,Secundaria,Conviviente,Alto,Alta,Femenino,0,0,10,Alto
55,Independiente,169133,Técnico,Soltero,Alto,Baja,Masculino,0,0,40,Medio
68,Dependiente,163346,Secundaria,Caso,Alto,Alta,Femenino,0,0,32,Medio
39,Dependiente,192614,Secundaria,Soltero,Alto,Alta,Masculino,0,0,56,Alto
28,Dependiente,287268,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,35,Bajo
30,Dependiente,278522,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Medio
32,Dependiente,184207,Secundaria,Soltero,Alto,Alta,Masculino,0,0,40,Bajo
19,Dependiente,29250,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,10,Alto
26,Dependiente,177147,Secundaria,Conviviente,Alto,Alta,Masculino,0,0,40,Bajo
37,Dependiente,290609,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Medio
55,Dependiente,381965,Técnico,Soltero,Bajo,Alta,Masculino,0,0,40,Bajo
40,Dependiente,85995,Primaria,Soltero,Bajo,Bajo,Masculino,0,0,40,Medio
34,Dependiente,301591,Secundaria,Conviviente,Alto,Baja,Femenino,0,0,35,Medio
44,Dependiente,163215,Secundaria,Soltero,Alto,Baja,Femenino,0,0,40,Medio
50,Dependiente,163708,Secundaria,Caso,Alto,Baja,Femenino,0,0,40,Alto
