edad,tipo_relacion_laboral,impuestos_anuales,nivel_educativo,estado_civil,clase_trabajo,educacion_final,genero,ganancia_capital,perdida_capital,horas_semanales,nivel_ingresos
30.0,Dependiente,59496.0,Técnico,Soltero,Alto,Alta,Masculino,2407.0,0.0,40.0,Alto
43.0,Dependiente,316183.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
29.0,Dependiente,363963.0,Secundaria,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
32.0,Dependiente,398988.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
47.0,Dependiente,264052.0,Técnico,Soltero,Bajo,Media,Masculino,15024.0,0.0,50.0,Alto
37.0,Dependiente,179481.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Alto
48.0,Dependiente,143281.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,48.0,Medio
62.0,Dependiente,214288.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
54.0,Dependiente,87205.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,15.0,Medio
58.0,Dependiente,146477.0,Superior,Soltero,Alto,Alta,Masculino,15024.0,0.0,40.0,Alto
49.0,Independiente,98738.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
49.0,Independiente,181657.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,50.0,Bajo
28.0,Independiente,296537.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Medio
66.0,Dependiente,213149.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1825.0,40.0,Alto
21.0,Dependiente,460835.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,45.0,Alto
49.0,Dependiente,199763.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,35.0,Medio
50.0,Independiente,320386.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
31.0,Dependiente,188961.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
23.0,Dependiente,132300.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
37.0,Dependiente,173968.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
36.0,Dependiente,80743.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
38.0,Dependiente,127961.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
19.0,Dependiente,301606.0,Secundaria,Conviviente,Alto,Alta,Masculino,2000.0,0.0,35.0,Alto
21.0,Dependiente,356772.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
51.0,Dependiente,208003.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
41.0,Dependiente,343121.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,5200.0,36.0,Alto
30.0,Dependiente,209317.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
34.0,Dependiente,175878.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
40.0,Dependiente,445382.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
18.0,Dependiente,32059.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
41.0,Dependiente,66632.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
50.0,Dependiente,138514.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
70.0,Dependiente,642830.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,32.0,Alto
31.0,Dependiente,329874.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
57.0,Independiente,198145.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,14.0,Alto
43.0,Dependiente,185832.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
32.0,Dependiente,77634.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
23.0,Dependiente,182117.0,Técnico,Conviviente,Bajo,Media,Masculino,0.0,0.0,60.0,Bajo
43.0,Dependiente,194726.0,Secundaria,Soltero,Bajo,Baja,Masculino,0.0,0.0,35.0,Bajo
40.0,Dependiente,213821.0,Superior,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
27.0,Dependiente,404421.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
32.0,Dependiente,232766.0,Secundaria,Conviviente,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
23.0,Dependiente,210474.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Medio
49.0,Dependiente,43479.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
38.0,Dependiente,194538.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,48.0,Alto
34.0,Independiente,61431.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
17.0,Dependiente,54257.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,20.0,Medio
51.0,Dependiente,231230.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,25.0,Bajo
29.0,Dependiente,266855.0,Técnico,Conviviente,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
35.0,Dependiente,78247.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,50.0,Bajo
38.0,Dependiente,203763.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
24.0,Dependiente,199883.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Bajo
49.0,Dependiente,268022.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
33.0,Dependiente,37232.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,80.0,Medio
20.0,Dependiente,137300.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
38.0,Dependiente,242559.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,38.0,Alto
26.0,Dependiente,267431.0,Técnico,Conviviente,Bajo,Media,Femenino,0.0,0.0,20.0,Bajo
49.0,Dependiente,66385.0,Secundaria,Soltero,Alto,Alta,Masculino,5013.0,0.0,40.0,Bajo
44.0,Dependiente,103111.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
26.0,Dependiente,112754.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,65.0,Alto
49.0,Dependiente,211762.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
29.0,Dependiente,183009.0,Técnico,Conviviente,Bajo,Baja,Femenino,0.0,1590.0,40.0,Bajo
42.0,Dependiente,182108.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,35.0,Bajo
49.0,Dependiente,275845.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
45.0,Independiente,164427.0,Técnico,Soltero,Bajo,Alta,Femenino,0.0,5200.0,40.0,Bajo
31.0,Independiente,33124.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,50.0,Bajo
47.0,Dependiente,191277.0,Secundaria,Soltero,Alto,Alta,Masculino,4800.0,0.0,50.0,Alto
46.0,Dependiente,175109.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1485.0,40.0,Alto
56.0,Dependiente,318329.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
49.0,Dependiente,178215.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,28.0,Bajo
70.0,Dependiente,150886.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,25.0,Alto
51.0,Dependiente,155963.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,55.0,Medio
32.0,Independiente,159247.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Bajo
37.0,Dependiente,267086.0,Técnico,Soltero,Bajo,Alta,Femenino,0.0,0.0,52.0,Bajo
62.0,Dependiente,141308.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
34.0,Dependiente,36385.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
50.0,Dependiente,152810.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,70.0,Bajo
54.0,Mixto,139347.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,40.0,Bajo
20.0,Dependiente,193416.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
70.0,Dependiente,184176.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,28.0,Medio
28.0,Dependiente,274690.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,45.0,Alto
43.0,Mixto,188436.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
51.0,Dependiente,220019.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
40.0,Dependiente,144371.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,15.0,Medio
21.0,Dependiente,143995.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,20.0,Bajo
29.0,Dependiente,351731.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
17.0,Dependiente,24090.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,35.0,Bajo
32.0,Dependiente,193231.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
21.0,Dependiente,160968.0,Secundaria,Conviviente,Alto,Alta,Masculino,4800.0,0.0,40.0,Alto
21.0,Dependiente,119704.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,35.0,Bajo
18.0,Dependiente,452452.0,Primaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,20.0,Medio
22.0,Dependiente,46645.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,9.0,Medio
31.0,Dependiente,243442.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
36.0,Independiente,135874.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
21.0,Dependiente,262062.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
42.0,Dependiente,204033.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,35.0,Alto
29.0,Dependiente,247053.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
64.0,Mixto,185912.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,35.0,Alto
53.0,Dependiente,215572.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
18.0,Dependiente,170183.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,20.0,Medio
47.0,Independiente,149337.0,Secundaria,Soltero,Alto,Baja,Masculino,0.0,0.0,38.0,Medio
19.0,Dependiente,67929.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Medio
29.0,Dependiente,187073.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
60.0,Dependiente,160339.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
46.0,Dependiente,145290.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
32.0,Dependiente,117963.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Bajo
45.0,Dependiente,162915.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
32.0,Dependiente,160634.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,60.0,Bajo
38.0,Dependiente,160192.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,2051.0,44.0,Bajo
20.0,Dependiente,470875.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,32.0,Medio
18.0,Dependiente,201901.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,10.0,Alto
43.0,Dependiente,190403.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
31.0,Dependiente,91964.0,Técnico,Conviviente,Bajo,Baja,Masculino,0.0,0.0,40.0,Bajo
22.0,Dependiente,263970.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,28.0,Bajo
43.0,Dependiente,110970.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,1902.0,40.0,Alto
40.0,Dependiente,146908.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1902.0,40.0,Alto
44.0,Dependiente,76196.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
36.0,Dependiente,165799.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
22.0,Dependiente,290504.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
23.0,Dependiente,190290.0,Técnico,Conviviente,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
36.0,Dependiente,126954.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
54.0,Dependiente,343242.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,44.0,Alto
45.0,Dependiente,175925.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
33.0,Dependiente,278514.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,42.0,Bajo
75.0,Dependiente,218521.0,Secundaria,Casado,Alto,Alta,Masculino,0.0,0.0,30.0,Medio
58.0,Dependiente,329793.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,45.0,Medio
52.0,Independiente,199995.0,Superior,Soltero,Alto,Alta,Masculino,7298.0,0.0,60.0,Alto
65.0,Dependiente,137354.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,20.0,Bajo
25.0,Dependiente,207875.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,20.0,Medio
19.0,Dependiente,46400.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,24.0,Bajo
30.0,Dependiente,79712.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
25.0,Dependiente,570821.0,Secundaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
26.0,Dependiente,258306.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,99.0,Bajo
28.0,Dependiente,199600.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
44.0,Dependiente,228124.0,Secundaria,Casado,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
61.0,Mixto,83045.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
30.0,Dependiente,149507.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,42.0,Medio
28.0,Dependiente,340408.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,46.0,Bajo
52.0,Dependiente,139671.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1977.0,50.0,Alto
37.0,Dependiente,201259.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,65.0,Medio
18.0,Dependiente,38307.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
38.0,Dependiente,99146.0,Técnico,Soltero,Bajo,Media,Masculino,15024.0,5200.0,80.0,Medio
20.0,Dependiente,39477.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
60.0,Independiente,165827.0,Superior,Soltero,Alto,Alta,Masculino,7688.0,0.0,60.0,Alto
49.0,Independiente,298445.0,Superior,Soltero,Alto,Alta,Femenino,0.0,1977.0,60.0,Alto
37.0,Dependiente,326400.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,30.0,Bajo
48.0,Dependiente,119565.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
20.0,Dependiente,159297.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,15.0,Alto
23.0,Dependiente,141272.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Bajo
84.0,Independiente,163685.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,33.0,Alto
55.0,Independiente,31365.0,Técnico,Casado,Bajo,Baja,Femenino,0.0,0.0,40.0,Medio
53.0,Dependiente,148532.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,60.0,Medio
23.0,Dependiente,46645.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,25.0,Bajo
43.0,Dependiente,191149.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
31.0,Dependiente,113543.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
23.0,Dependiente,265077.0,Técnico,Conviviente,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
48.0,Dependiente,213140.0,Primaria,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Medio
43.0,Dependiente,104892.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Medio
50.0,Independiente,307392.0,Superior,Soltero,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
29.0,Dependiente,290740.0,Técnico,Conviviente,Alto,Alta,Femenino,0.0,0.0,50.0,Alto
53.0,Dependiente,274528.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,70.0,Bajo
25.0,Dependiente,208881.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,60.0,Bajo
30.0,Dependiente,26543.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
30.0,Dependiente,156718.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
30.0,Dependiente,202051.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,0.0,42.0,Alto
46.0,Dependiente,237731.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,40.0,Bajo
21.0,Independiente,102942.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,2001.0,40.0,Medio
35.0,Dependiente,101509.0,Secundaria,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
19.0,Dependiente,45381.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,8.0,Bajo
47.0,Dependiente,264052.0,Secundaria,Soltero,Alto,Alta,Masculino,4800.0,5200.0,50.0,Alto
28.0,Dependiente,201861.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,45.0,Bajo
27.0,Dependiente,64379.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1740.0,40.0,Alto
45.0,Dependiente,341995.0,Técnico,Soltero,Alto,Alta,Masculino,0.0,1902.0,42.0,Alto
38.0,Independiente,331609.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,47.0,Medio
46.0,Dependiente,233511.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,48.0,Bajo
28.0,Dependiente,192200.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Bajo
19.0,Dependiente,320014.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,25.0,Medio
21.0,Dependiente,120326.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
42.0,Independiente,46366.0,Secundaria,Conviviente,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
46.0,Dependiente,324655.0,Superior,Soltero,Alto,Alta,Masculino,0.0,1902.0,40.0,Alto
41.0,Dependiente,139916.0,Técnico,Soltero,Medio,Media,Masculino,0.0,2179.0,84.0,Medio
25.0,Dependiente,193379.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,45.0,Bajo
69.0,Dependiente,361561.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,3.0,Bajo
23.0,Dependiente,268145.0,Técnico,Conviviente,Medio,Media,Femenino,0.0,0.0,45.0,Medio
21.0,Dependiente,182823.0,Técnico,Conviviente,Alto,Alta,Masculino,0.0,0.0,30.0,Alto
33.0,Dependiente,187560.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,36.0,Bajo
18.0,Dependiente,87169.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
37.0,Dependiente,212900.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
38.0,Dependiente,201454.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Medio
32.0,Dependiente,261059.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
65.0,Independiente,240166.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,35.0,Alto
50.0,Dependiente,192654.0,Primaria,Conviviente,Medio,Media,Masculino,0.0,0.0,25.0,Medio
39.0,Dependiente,316211.0,Técnico,Conviviente,Medio,Media,Masculino,0.0,0.0,40.0,Medio
22.0,Mixto,113550.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Medio
28.0,Dependiente,394927.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
39.0,Independiente,99146.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,1887.0,60.0,Medio
35.0,Dependiente,255191.0,Técnico,Soltero,Bajo,Baja,Masculino,0.0,0.0,45.0,Medio
36.0,Dependiente,106964.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
60.0,Dependiente,132529.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
39.0,Dependiente,301867.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,24.0,Medio
36.0,Dependiente,246449.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
39.0,Dependiente,34378.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Alto
40.0,Dependiente,154374.0,Superior,Soltero,Alto,Alta,Masculino,7688.0,0.0,40.0,Alto
32.0,Dependiente,168906.0,Técnico,Conviviente,Bajo,Alta,Femenino,0.0,0.0,40.0,Bajo
28.0,Dependiente,300915.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Bajo
28.0,Dependiente,314649.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Bajo
24.0,Independiente,84257.0,Técnico,Conviviente,Bajo,Alta,Masculino,0.0,0.0,50.0,Bajo
43.0,Independiente,186916.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
19.0,Dependiente,225775.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,45.0,Bajo
20.0,Dependiente,217404.0,Primaria,Conviviente,Medio,Media,Masculino,0.0,0.0,40.0,Medio
25.0,Dependiente,349190.0,Técnico,Conviviente,Medio,Media,Masculino,0.0,0.0,20.0,Medio
34.0,Dependiente,118605.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,55.0,Bajo
42.0,Dependiente,1097453.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,60.0,Alto
57.0,Dependiente,61761.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,1672.0,45.0,Medio
40.0,Mixto,225978.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
67.0,Dependiente,160456.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
45.0,Independiente,45891.0,Secundaria,Soltero,Alto,Baja,Masculino,0.0,0.0,42.0,Alto
75.0,Dependiente,30599.0,Superior,Casado,Alto,Alta,Femenino,0.0,0.0,50.0,Alto
69.0,Dependiente,102874.0,Secundaria,Casado,Alto,Alta,Femenino,0.0,0.0,24.0,Alto
48.0,Dependiente,207058.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,37.0,Alto
38.0,Dependiente,103323.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
53.0,Dependiente,91911.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,48.0,Bajo
55.0,Dependiente,139843.0,Secundaria,Soltero,Alto,Alta,Femenino,0.0,0.0,60.0,Medio
33.0,Dependiente,174201.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
32.0,Dependiente,130057.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
51.0,Dependiente,200576.0,Técnico,Soltero,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
52.0,Independiente,216342.0,Técnico,Casado,Bajo,Alta,Femenino,0.0,0.0,55.0,Bajo
47.0,Dependiente,166634.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
54.0,Dependiente,286989.0,Sin estudios,Soltero,Alto,Alta,Masculino,0.0,0.0,60.0,Alto
38.0,Dependiente,363395.0,Secundaria,Conviviente,Bajo,Baja,Femenino,0.0,0.0,40.0,Bajo
43.0,Dependiente,226902.0,Técnico,Soltero,Alto,Media,Masculino,0.0,0.0,40.0,Bajo
49.0,Dependiente,167523.0,Técnico,Soltero,Bajo,Alta,Masculino,0.0,0.0,40.0,Bajo
39.0,Independiente,121838.0,Secundaria,Soltero,Alto,Baja,Femenino,0.0,0.0,40.0,Alto
52.0,Dependiente,115209.0,Superior,Casado,Alto,Alta,Femenino,0.0,0.0,40.0,Bajo
33.0,Dependiente,178107.0,Técnico,Conviviente,Medio,Media,Masculino,0.0,5200.0,20.0,Medio
69.0,Dependiente,248248.0,Sin estudios,Soltero,Alto,Alta,Masculino,0.0,0.0,34.0,Bajo
34.0,Dependiente,199227.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,50.0,Bajo
27.0,Dependiente,210313.0,Secundaria,Conviviente,Alto,Media,Masculino,0.0,0.0,28.0,Medio
30.0,Dependiente,356015.0,Secundaria,Casado,Alto,Alta,Masculino,0.0,0.0,40.0,Bajo
29.0,Independiente,133327.0,Secundaria,Conviviente,Alto,Alta,Masculino,0.0,0.0,40.0,Medio
40.0,Dependiente,209547.0,Técnico,Soltero,Medio,Media,Masculino,0.0,0.0,60.0,Alto
67.0,Dependiente,174603.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,35.0,Alto
19.0,Dependiente,172893.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Alto
40.0,Dependiente,238574.0,Superior,Soltero,Alto,Alta,Masculino,0.0,0.0,55.0,Alto
21.0,Dependiente,26410.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,40.0,Alto
46.0,Dependiente,110702.0,Secundaria,Soltero,Alto,Baja,Femenino,2036.0,0.0,60.0,Alto
38.0,Dependiente,197711.0,Primaria,Soltero,Medio,Media,Femenino,0.0,0.0,40.0,Bajo
18.0,Dependiente,109702.0,Secundaria,Conviviente,Alto,Alta,Femenino,0.0,0.0,30.0,Medio
47.0,Dependiente,344157.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,40.0,Alto
47.0,Dependiente,162034.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,70.0,Bajo
31.0,Dependiente,217460.0,Técnico,Soltero,Bajo,Media,Masculino,0.0,0.0,40.0,Medio
37.0,Dependiente,194004.0,Secundaria,Soltero,Alto,Alta,Masculino,0.0,0.0,25.0,Alto
